id,Model Predictions,Model Targets,Actual Targets,Classified Targets
02916569fb,0.53709996,1,0,0
0291c86ae2,0.61952436,1,1,1
0291db6b70,0.59538215,1,0,0
0291e7b600,0.38982326,1,0,0
0292006d28,0.47787243,1,1,1
029233a9ee,0.92581326,1,1,1
0292356c39,0.5045582,1,1,1
0292595352,0.7944765,1,1,1
0292675eca,0.568534,1,1,1
0292772388,0.51524144,1,1,1
02927b0227,0.99999905,1,1,1
0292c80e78,0.45748764,1,1,1
0292efe8e1,0.41885537,1,0,0
02935f86fd,0.45150355,1,0,0
029374e678,0.34321892,1,0,0
029388925c,0.5181312,1,0,0
0293a4b209,0.55502003,1,0,0
0293a97f42,0.39985546,1,1,1
0293b4a5ef,0.49410665,1,0,0
0293bd74b8,0.5924745,1,1,1
02940b30af,0.42122966,1,0,0
029416726e,0.9999992,1,1,1
0294259b43,0.47463024,1,0,0
029431ded1,0.5384458,1,1,1
02945900b5,0.99819463,1,1,1
02946783d5,0.5007728,1,0,0
02948a31d2,0.54955626,1,1,1
0294e0c54b,0.99999976,1,1,1
0294f0e804,0.3913033,1,0,0
02952a0fb9,0.37752926,1,0,0
02954a5a01,0.4733615,1,0,0
02955676df,0.42554137,1,0,0
0295576b13,0.61200684,1,0,0
0295639b52,0.9999982,1,1,1
029566f4c9,0.5874525,1,1,1
0295d71a19,0.42208344,1,1,1
0295d78506,0.40379512,1,1,1
0295fb3883,0.3997121,1,1,1
029609e54b,0.5061736,1,0,0
029621e56a,0.6710422,1,1,1
029630503e,0.9077673,1,1,1
02966dde4b,0.74766326,1,0,0
02968e9b07,0.6181972,1,1,1
02969691a9,0.6196809,1,0,0
0296b1076d,0.40096083,1,1,1
0296c5e3ec,0.5405555,1,1,1
029709524e,0.5724874,1,1,1
02971345c3,0.4493187,1,0,0
029758421b,0.43456596,1,1,1
029761ae74,0.53714484,1,1,1
02976ffb75,0.4404999,1,0,0
0297b3e59b,0.48092982,1,0,0
0297c61f5a,0.48895168,1,0,0
0297c92d7d,0.96040285,1,1,1
0297e1cd17,0.88919234,1,1,1
0297e55f4c,0.3894912,1,1,1
02980ff62e,0.64856875,1,0,0
0298251641,0.40576485,1,1,1
029826f5ab,0.9999949,1,1,1
029839d260,0.4127915,1,1,1
0298405d6d,0.5379535,1,0,0
02984599bf,0.3839897,1,0,0
02984c04be,0.6118293,1,1,1
029860f98e,0.8599098,1,0,0
029877aed2,0.44870093,1,1,1
0298805daf,0.6554989,1,1,1
02988a3f4a,0.46356416,1,1,1
02989ab411,0.9067646,1,1,1
0298a442a1,0.45208573,1,0,0
0298b8ce8d,0.81989634,1,1,1
0298daa4c7,0.81747127,1,1,1
02991a373e,0.58221024,1,0,0
02992620a4,0.4957695,1,0,0
0299317c06,0.39791337,1,0,0
029933c448,0.4473896,1,0,0
0299850888,0.6273487,1,1,1
0299ad717d,0.37926888,1,1,1
0299b3537b,0.41940498,1,1,1
0299c63770,0.38195276,1,0,0
0299c917d3,0.8987441,1,1,1
0299dce278,0.99986625,1,1,1
0299ef0056,0.63775444,1,1,1
0299f962e3,0.86737144,1,1,1
029a5ba87e,0.39631295,1,0,0
029a6017a8,0.58919495,1,1,1
029a60a0d2,0.55916595,1,0,0
029aadd014,0.41260657,1,0,0
029ac41cf0,0.5706996,1,0,0
029b195e93,0.36394954,1,0,0
029b204534,0.49991286,1,0,0
029b25ed9e,0.4145044,1,0,0
029b27d8cb,0.4496132,1,0,0
029b4103f1,0.4323589,1,0,0
029b48e5e4,0.41442993,1,0,0
029b523355,0.399424,1,0,0
029b9a6375,0.40630418,1,1,1
029b9d8ce0,0.35342926,1,0,0
029bc4bb9b,0.40364364,1,0,0
029beb290d,0.37983006,1,0,0
029bf1a199,0.3944691,1,0,0
029c104adf,0.7404521,1,1,1
029c11a22d,0.38751936,1,1,1
029c770ed8,0.9999872,1,1,1
029c8faa32,0.39032567,1,1,1
029c9cd124,0.7071432,1,0,0
029d1791c2,0.67937684,1,0,0
029d480d03,0.39333355,1,0,0
029da33ff5,0.6191735,1,1,1
029da6bc39,0.3342668,1,0,0
029da9b890,0.5108343,1,1,1
029dbb32cd,0.38641828,1,0,0
029dc53172,0.36433214,1,1,1
029de63c36,0.35769445,1,0,0
029e42942d,0.47913158,1,1,1
029e4abced,0.3917935,1,0,0
029e50ca55,0.38565475,1,1,1
029e5468a1,0.4167081,1,0,0
029e90e6f6,0.38346905,1,0,0
029e9fba1e,0.46191144,1,1,1
029ea51f35,0.4188559,1,0,0
029eaaab51,0.39738324,1,0,0
029eb8a956,0.39859393,1,0,0
029ed732fd,0.7226732,1,1,1
029ee2624c,0.6579223,1,1,1
029efe693c,0.51286584,1,0,0
029f02b1da,0.5171749,1,1,1
029f05e46c,0.4185292,1,1,1
029f09ab69,0.37176746,1,0,0
029f1b7186,0.5466565,1,1,1
029f60a3da,0.5709564,1,0,0
029f7601ee,0.6262227,1,1,1
029f7e108d,0.46135348,1,1,1
029f819379,0.3282379,1,0,0
029fbd005a,0.3838613,1,1,1
029fd130bd,0.40698364,1,0,0
029fd1e4d8,0.35930204,1,0,0
029fe0e683,0.40646306,1,0,0
029ff16ae2,0.8957472,1,1,1
02a017278f,0.39531544,1,0,0
02a06adc89,0.43342778,1,0,0
02a07bd4e7,0.38315558,1,0,0
02a08a63a8,0.5173368,1,0,0
02a0942215,0.8559433,1,1,1
02a0d309f5,0.6725393,1,0,0
02a0e278e2,0.41258657,1,1,1
02a10ab9e5,0.5385902,1,0,0
02a12507a9,0.35437098,1,0,0
02a14922d0,0.4225225,1,0,0
02a15a736f,0.36522627,1,0,0
02a15df84f,0.55750066,1,0,0
02a1737986,0.99999875,1,1,1
02a1b73dcc,0.82525754,1,1,1
02a1bacfcf,0.39762565,1,0,0
02a200c73f,0.9999732,1,1,1
02a207819b,0.3806677,1,1,1
02a24ca5e3,0.3392433,1,0,0
02a2cde2f9,0.8515792,1,1,1
02a2dcd0ce,0.5325731,1,1,1
02a33aa3b0,0.47459874,1,0,0
02a390359a,0.61157787,1,0,0
02a393a968,0.9997759,1,1,1
02a3a8e5a6,0.4065045,1,1,1
02a3c8004e,0.39126152,1,0,0
02a3f2b569,0.9725373,1,1,1
02a4275323,0.4974988,1,0,0
02a431d83b,0.5776258,1,0,0
02a469a51a,0.35531005,1,0,0
02a4a0c43e,0.60553914,1,1,1
02a4ca9191,0.35006797,1,1,1
02a4dee363,0.43565303,1,0,0
02a4ee604b,0.40078545,1,1,1
02a4f4aa9c,0.3801315,1,0,0
02a50612f3,0.41935676,1,0,0
02a516827e,0.3863827,1,1,1
02a5369dc9,0.35559636,1,1,1
02a547dcc8,0.41056317,1,0,0
02a5ec4e48,0.6362616,1,1,1
02a60cf184,0.5405119,1,0,0
02a6a4eb34,0.53116137,1,1,1
02a6b9b2d9,0.390267,1,0,0
02a6be49aa,0.7786768,1,1,1
02a6eeb0e0,0.41752017,1,1,1
02a7206a62,0.45029685,1,0,0
02a73ac9fa,0.63803416,1,0,0
02a77d41df,0.4062796,1,0,0
02a79c1451,0.45953006,1,1,1
02a7bd93fc,0.5144291,1,0,0
02a7c39ba8,0.6132609,1,0,0
02a81fcdb7,0.99977016,1,1,1
02a823b46b,0.9387089,1,1,1
02a827de9a,0.3255563,1,1,1
02a84fe337,0.38032687,1,1,1
02a8577cf8,0.71611744,1,0,0
02a8732c38,0.3177622,1,0,0
02a873fc0e,0.6122432,1,1,1
02a8a42594,0.5748184,1,0,0
02a8b0eb95,0.9513392,1,0,0
02a8ba98d3,0.40799946,1,0,0
02a8bd4e95,0.38611236,1,0,0
02a8da357e,0.3796847,1,0,0
02a90ca414,0.3049637,0,0,1
02a91c3fdf,0.45793188,1,1,1
02a956b4e4,0.47406647,1,0,0
02a97c1438,0.3979343,1,0,0
02a9873a88,0.48868355,1,1,1
02a98fe0f2,0.3482579,1,0,0
02a99f466e,0.3688094,1,0,0
02a9cd0e29,0.48107305,1,1,1
02aa30e555,0.9999461,1,1,1
02aa34cfab,0.5185274,1,1,1
02aa48f870,0.91759384,1,0,0
02aa68d885,0.99982727,1,1,1
02aa839af2,0.5035887,1,1,1
02aac73b8f,0.42299673,1,0,0
02aae179cd,0.41183794,1,1,1
02aaf0a12a,0.37562332,1,1,1
02ab1229b1,0.47382623,1,1,1
02ab5411c2,0.447739,1,1,1
02ab5edfb2,0.99996316,1,1,1
02ab64f3a5,0.4378907,1,0,0
02ab7e2800,0.5746093,1,1,1
02ab86b5ca,0.49640486,1,1,1
02abaad1d9,0.52090913,1,0,0
02abca8dcc,0.45973486,1,1,1
02abdc88d7,0.50593805,1,1,1
02abf9e362,0.4811114,1,1,1
02ac5991e4,0.5685572,1,0,0
02ac8bf11f,0.4341619,1,1,1
02ac9c99cf,0.5755834,1,1,1
02acbb2024,0.5308845,1,0,0
02acc6ee73,0.50427127,1,0,0
02acd92f20,0.3828407,1,1,1
02ad2f17ae,0.3486565,1,1,1
02ad3f8b7c,0.8055545,1,1,1
02ad5605c1,0.4160211,1,1,1
02ad7a526f,0.9996754,1,1,1
02ad7a734f,0.9989443,1,1,1
02ada7c7ea,0.4343778,1,0,0
02add1ba3b,0.43138406,1,0,0
02adf225ab,0.99999636,1,1,1
02adf9c494,0.5290657,1,1,1
02ae67f023,0.51923466,1,1,1
02ae86ba6a,0.4155889,1,1,1
02aeb1f921,0.51050836,1,0,0
02af10d38b,0.40677023,1,0,0
02af236daf,0.5241075,1,1,1
02af3b299b,0.47850707,1,1,1
02af53084e,0.44003308,1,0,0
02af894f8b,0.5655735,1,1,1
02affd2580,0.51274157,1,0,0
02affdc429,0.43519828,1,0,0
02b038bdce,0.59799826,1,1,1
02b0398966,0.45371044,1,0,0
02b04316df,0.60567105,1,1,1
02b044cd80,0.52861077,1,0,0
02b06e06cd,0.58505934,1,1,1
02b0ea2316,0.4218549,1,1,1
02b125dd90,0.4213324,1,0,0
02b13c2850,0.6953241,1,0,0
02b14731d6,0.41118264,1,0,0
02b165e788,0.35001317,1,0,0
02b1672e60,0.45403853,1,0,0
02b1764dfc,0.40207455,1,0,0
02b1834fd9,0.99961627,1,1,1
02b19e6068,0.39582428,1,1,1
02b1c8e7e6,0.3575086,1,0,0
02b1d71690,0.62986183,1,0,0
02b1e8b0c4,0.6463476,1,1,1
02b22087d2,0.58499044,1,0,0
02b2351274,0.42593068,1,1,1
02b236dbf6,0.4811884,1,1,1
02b258381c,0.36184418,1,1,1
02b269278f,0.40236205,1,0,0
02b2789136,0.48468208,1,1,1
02b28c418d,0.3273304,1,1,1
02b2c48976,0.3322487,1,0,0
02b2dc88ad,0.4410693,1,1,1
02b2dd428e,0.68737555,1,0,0
02b2e4d1e9,0.65214133,1,1,1
02b30af9bd,0.36337644,1,1,1
02b34573ba,0.4856946,1,0,0
02b354a11a,0.98443,1,1,1
02b36f6fa2,0.41682917,1,0,0
02b39068ed,0.4108562,1,0,0
02b3c78b62,0.38328135,1,0,0
02b3cdf352,0.47343,1,0,0
02b3db9d31,0.47025546,1,1,1
02b4195620,0.40257525,1,0,0
02b430a8ab,0.6300326,1,1,1
02b445993e,0.49992317,1,0,0
02b4547a02,0.4682659,1,1,1
02b45beb9e,0.55002284,1,0,0
02b477704d,0.4729814,1,1,1
02b4b2a2ff,0.960251,1,1,1
02b4b694fd,0.38776752,1,0,0
02b4bb14ca,0.7944064,1,1,1
02b4c0813c,0.468067,1,0,0
02b4cf6164,0.5461584,1,1,1
02b519dfcf,0.9859284,1,1,1
02b520a380,0.46684036,1,1,1
02b52db880,0.67736554,1,0,0
02b5555f6c,0.4842668,1,0,0
02b59fbf13,0.7584137,1,1,1
02b5a88ca1,0.5686555,1,0,0
02b5f2350d,0.6663064,1,1,1
02b5f517f9,0.3917497,1,0,0
02b6138ce1,0.52738446,1,1,1
02b65512a6,0.37224028,1,0,0
02b663bd19,0.5976156,1,1,1
02b6b3d215,0.99988073,1,1,1
02b6bab0f3,0.4253552,1,0,0
02b6da688b,0.40937695,1,0,0
02b6dd676f,0.73353213,1,1,1
02b6e9790e,0.43534333,1,0,0
02b6f4ee94,0.54019773,1,1,1
02b71e2cf3,0.99903727,1,1,1
02b71f7849,0.9992635,1,1,1
02b74b93ef,0.7428191,1,1,1
02b76bb264,0.8467059,1,1,1
02b771ed9b,0.9996332,1,1,1
02b7781f56,0.4731254,1,1,1
02b77b0b54,0.9938173,1,1,1
02b78239ff,0.40611565,1,0,0
02b785542a,0.49170658,1,1,1
02b7ce61c0,0.58223766,1,1,1
02b7fd16a0,0.9893576,1,1,1
02b7fd788a,0.38175234,1,0,0
02b808b5c0,0.52723616,1,0,0
02b819b4d8,0.8774736,1,1,1
02b83b8b67,0.50495744,1,1,1
02b844f382,0.46921253,1,0,0
02b86504a6,0.38884282,1,1,1
02b8844563,0.53768593,1,1,1
02b89c78ab,0.502564,1,0,0
02b89ffceb,0.4867143,1,1,1
02b8ca74bf,0.6901245,1,0,0
02b8e260a4,0.32243818,1,0,0
02b92697ef,0.46959192,1,0,0
02b9540482,0.37475884,1,0,0
02b97a3f47,0.41500056,1,1,1
02b98631e1,0.9999965,1,1,1
02b9c4ae8c,0.58472717,1,0,0
02b9dba185,0.34920937,1,0,0
02ba1a0af4,0.9999992,1,1,1
02ba1c00e8,0.81041133,1,0,0
02ba26a37d,0.9999871,1,1,1
02ba5789a9,0.39794064,1,0,0
02ba69e987,0.42362604,1,0,0
02ba9cc31a,0.7367298,1,0,0
02badea223,0.30003393,0,0,1
02bb0d2611,0.96429384,1,1,1
02bb1703a1,0.40403405,1,1,1
02bb21582d,0.40915197,1,0,0
02bb4059ba,0.3873029,1,1,1
02bb452174,0.67675734,1,1,1
02bb4f1ae0,0.99999046,1,1,1
02bb917271,0.35481718,1,0,0
02bb92a442,0.4157503,1,1,1
02bbd7f05e,0.39507377,1,0,0
02bbe9bbd6,0.4211488,1,0,0
02bc0b79d3,0.3894416,1,0,0
02bc551e5f,0.4696998,1,0,0
02bc5656e9,0.65558964,1,1,1
02bc810fe6,0.5776667,1,1,1
02bc84c656,0.58473617,1,1,1
02bc8cdacc,0.5154801,1,1,1
02bc8d7495,0.3956595,1,1,1
02bcaf44db,0.92142856,1,1,1
02bcb0a9e3,0.3882202,1,1,1
02bce8cb20,0.39634162,1,0,0
02bd10166b,0.99998677,1,1,1
02bd13c3d5,0.45050424,1,0,0
02bd186251,0.6459302,1,1,1
02bd1cb862,0.573871,1,1,1
02bd2d62b7,0.99632263,1,1,1
02bd2ea5cc,0.50725096,1,1,1
02bd4231b5,0.45511785,1,1,1
02bd506f8a,0.44044784,1,0,0
02bd65d34d,0.5170821,1,0,0
02bda01945,0.47610316,1,1,1
02bdf91b42,0.4205818,1,0,0
02be3d3f39,0.4599613,1,1,1
02be624da6,0.60239846,1,0,0
02be808297,0.5475307,1,1,1
02be8ac0aa,0.4023198,1,0,0
02bf41f51f,0.60705984,1,1,1
02bf49aa6c,0.48884517,1,0,0
02bf5769cd,0.3576886,1,0,0
02bf821460,0.99999976,1,1,1
02bf969cca,0.5374005,1,0,0
02bfcc920f,0.43256032,1,1,1
02bfdb28ff,0.6050594,1,0,0
02bfe2d7f8,0.9998883,1,1,1
02bffffb1e,0.56528276,1,1,1
02c00f8b91,0.4149677,1,1,1
02c01c340e,0.3460498,1,0,0
02c02c6614,0.9729141,1,1,1
02c04ea444,0.57170385,1,0,0
02c05af74f,0.49390817,1,1,1
02c05e1309,0.91775537,1,1,1
02c08ba16c,0.97822857,1,1,1
02c099a316,0.99361134,1,1,1
02c0b30624,0.7391825,1,1,1
02c10d856e,0.49226028,1,1,1
02c130c8ad,0.42000872,1,0,0
02c19d8c1f,0.3928941,1,1,1
02c1a35f11,0.9999989,1,1,1
02c1e57e63,0.3836655,1,1,1
02c22ea1b8,0.9997338,1,1,1
02c29235e0,0.9991902,1,1,1
02c2adf309,0.28671187,0,1,0
02c2be969c,0.39805347,1,1,1
02c2f704e0,0.99999845,1,1,1
02c3165ab2,0.39643443,1,0,0
02c323cc0e,0.4742154,1,0,0
02c33e65cd,0.36370248,1,0,0
02c392a9ee,0.5793317,1,0,0
02c3d9b21c,0.44190478,1,1,1
02c4692629,0.70507944,1,1,1
02c46b8e96,0.99758303,1,1,1
02c47f17f5,0.60480124,1,1,1
02c4d2d876,0.5297045,1,1,1
02c4fe068c,0.54992396,1,0,0
02c5104984,0.5001672,1,0,0
02c5172125,0.25246337,0,0,1
02c51a789e,0.6884904,1,1,1
02c5294e47,0.48921555,1,0,0
02c5577798,0.5531583,1,0,0
02c56ffc77,0.57963634,1,0,0
02c591ee4a,0.99892044,1,1,1
02c5e2aa42,0.3777722,1,1,1
02c601f0b6,0.41766575,1,1,1
02c62432e8,0.5501661,1,1,1
02c635c7f7,0.5989903,1,0,0
02c6433bd9,0.36738947,1,0,0
02c658e0af,0.99999666,1,1,1
02c65e583a,0.4753393,1,0,0
02c67d2a5a,0.51259714,1,1,1
02c68cdbfb,0.50359017,1,1,1
02c6cf3e90,0.42720497,1,0,0
02c6d9c255,0.4918738,1,0,0
02c7180268,0.37422046,1,0,0
02c7594bf8,0.5937048,1,1,1
02c75eff78,0.54139006,1,1,1
02c766d8ee,0.8356308,1,0,0
02c7763cef,0.8936049,1,1,1
02c783bc13,0.37678778,1,0,0
02c798190b,0.39917162,1,1,1
02c7aa734c,0.48607028,1,0,0
02c7e48d95,0.40414515,1,0,0
02c8317ed0,0.9999664,1,1,1
02c83577b8,0.99998987,1,1,1
02c855d861,0.3900646,1,0,0
02c8608268,0.54197043,1,1,1
02c8c0e713,0.5095249,1,1,1
02c9016a15,0.33328637,1,0,0
02c913abd2,0.51889014,1,1,1
02c9441b18,0.36526805,1,1,1
02c94b1350,0.5289727,1,1,1
02c94e3c9c,0.9975001,1,1,1
02c959dfcb,0.7984886,1,1,1
02c98dc52d,0.7325814,1,0,0
02c98ef71e,0.43001828,1,1,1
02c9a29632,0.9640962,1,1,1
02c9a300e1,0.9740237,1,1,1
02c9af50f0,0.36560237,1,0,0
02c9bcf8b5,0.3799518,1,0,0
02c9c05af0,0.36524448,1,0,0
02c9c502a7,0.41573706,1,0,0
02c9e81794,0.45314348,1,1,1
02c9f156fc,0.47323585,1,0,0
02ca02102a,0.40473282,1,0,0
02ca07cc80,0.6627712,1,1,1
02ca0c4666,0.4515527,1,1,1
02ca2716e6,0.34162545,1,1,1
02ca36e9e9,0.41256452,1,0,0
02ca5096fa,0.5956882,1,0,0
02ca75271a,0.62631595,1,0,0
02ca7ded58,0.37342727,1,0,0
02ca8ddefc,0.39343905,1,0,0
02ca9009de,0.52205443,1,0,0
02ca99874e,0.530044,1,0,0
02ca9bb779,0.33007723,1,0,0
02cb009efd,0.6804203,1,1,1
02cb0b1c94,0.43082088,1,0,0
02cb23ff77,0.5794896,1,1,1
02cb42f5b0,0.9995217,1,1,1
02cb56fc4f,0.8922256,1,0,0
02cb72d887,0.40403137,1,1,1
02cb77f046,0.35538316,1,0,0
02cbbb435a,0.5613344,1,1,1
02cbc9bea3,0.9998442,1,1,1
02cbe3c8f7,0.33429825,1,1,1
02cbeb714b,0.5938044,1,1,1
02cc4c32ea,0.40263495,1,0,0
02cc532c0a,0.40603217,1,0,0
02cc6f6379,0.39897525,1,0,0
02cca91d7f,0.70846117,1,0,0
02ccaee9bb,0.95752954,1,1,1
02cd24a84d,0.36684287,1,0,0
02cd28d72f,0.5421939,1,1,1
02cd4c2dae,0.8336752,1,0,0
02cd5d18b1,0.5377342,1,1,1
02cd605c6f,0.46599188,1,0,0
02cd9921fe,0.9989104,1,1,1
02cdbc1633,0.5529266,1,1,1
02cdbe2b9c,0.28888863,0,1,0
02cdebe9c7,0.39497924,1,0,0
02ce87774a,0.41101164,1,1,1
02ceb4ecb2,0.43497506,1,0,0
02cecbd81a,0.5276116,1,0,0
02cf49cf6c,0.96467215,1,1,1
02cfeec45b,0.35459185,1,0,0
02d00e7966,0.42869288,1,1,1
02d02e1cfa,0.52352756,1,1,1
02d037392d,0.9998208,1,1,1
02d0390bd0,0.49891502,1,0,0
02d06721b5,0.3780658,1,0,0
02d08dc593,0.8416241,1,1,1
02d0f0866f,0.4598008,1,1,1
02d0f6479a,0.8059218,1,1,1
02d0f9791f,0.6168814,1,1,1
02d0fbcb9e,0.41957128,1,1,1
02d11419ff,0.36754704,1,0,0
02d126e583,0.42449784,1,1,1
02d1633191,0.5684963,1,0,0
02d17d062f,0.99999607,1,1,1
02d180eac3,0.5112147,1,1,1
02d1d80369,0.7172675,1,1,1
02d1e8a285,0.43806157,1,1,1
