id,Max SNRs,Match Targets,Actual Targets,Classified Targets
0018f1904d,19.520384642774815,1,1,1
0018f964f9,15.831624443107527,1,1,1
001917b98a,14.363749427800249,0,0,1
0019185987,14.445183541111962,0,0,1
0019281278,13.676941269375703,0,0,1
00193888c1,13.861644270430263,0,1,0
001946aee4,14.229881731699797,0,1,0
00196344ed,13.821826699379947,0,0,1
001981cbe4,18.45813979707055,1,1,1
0019b96b7f,14.09129693288426,0,0,1
0019deddde,13.546332315841523,0,0,1
001a188238,13.95947997972356,0,0,1
001a19d8d7,13.821010525822928,0,0,1
001a3b3f2c,16.395493409930022,1,1,1
001a446a19,14.404851637299345,0,0,1
001a6257b4,19.59990086286301,1,1,1
001ab15fa9,20.26231481392176,1,1,1
001abff86f,14.363285775607274,0,0,1
001af85a51,16.723245392121193,1,1,1
001b4b3a25,14.324075408911408,0,1,0
001b582021,14.093927141092616,0,0,1
001b5f2f43,60.59507321939026,1,1,1
001b6bc711,13.056292466209385,0,0,1
001bb4660a,14.170793334201568,0,0,1
001bb690eb,18.747750923345244,1,1,1
001bd8da6c,13.955872160211475,0,0,1
001be5e60b,22.757393503536044,1,1,1
001c064957,13.58968213916882,0,0,1
001c14eb0f,14.151825016087876,0,1,0
001c640ebe,18.097123781628465,1,1,1
001c67a7c5,14.470737290625244,0,1,0
001ccbe8ba,13.455518844133511,0,0,1
001cd8cc26,13.962263952063756,0,0,1
001d042be1,14.159512218846489,0,0,1
001d06f708,20.957913693874136,1,1,1
001d4487ee,20.4688823884307,1,1,1
001d593c4a,24.10642705302992,1,1,1
001d9e78a8,14.934553520381222,0,0,1
001dcd3626,14.731796290168202,0,0,1
001df83cd8,18.348034759816564,1,1,1
001e105064,13.61912594960757,0,0,1
001e67893b,14.549845003554594,0,0,1
001e995ab3,14.318374582623791,0,0,1
001e9bede5,14.223067653147336,0,1,0
001eeb1561,14.947817870381868,0,1,0
001f086f07,14.501479369771705,0,1,0
001f30a2c7,14.277642162672038,0,0,1
001f55c995,13.716970647490312,0,0,1
001f67d7a4,12.868969618779737,0,0,1
001fa37004,14.564604266374037,0,0,1
001fb8edae,13.58128674777858,0,0,1
001fe833a5,15.324267830978036,1,1,1
001fe86f77,20.148280116949493,1,1,1
0020149664,27.62857311350257,1,1,1
002027f667,14.791696494601675,0,0,1
00203855ee,14.276188360458116,0,1,0
002040976b,22.19658208913603,1,1,1
0020623382,15.475845128164462,1,1,1
00208ccf51,12.818468890268914,0,0,1
0020ab4fcd,13.491904976009646,0,0,1
0020afca1f,14.401039147489488,0,0,1
0020b7510d,22.12548133686009,1,1,1
0020be0866,13.444522206598144,0,0,1
0020cf7fac,18.21140676294268,1,1,1
00210906a9,15.692883176039905,1,0,0
0021095cf1,18.578439663298944,1,1,1
0021476da9,16.11192020292573,1,1,1
00216f29b0,14.54828451000225,0,0,1
0021837fbf,13.96700060880115,0,1,0
0021a85913,14.840036665542296,0,0,1
00221211f5,15.586355938201336,1,1,1
00224cee90,14.472753403417968,0,0,1
0022619d00,19.59120969991847,1,1,1
002262bc50,13.870541573752092,0,1,0
00227bc2f2,20.386291570642825,1,1,1
002299548b,14.152572437119634,0,0,1
0022b52298,14.254565535449856,0,1,0
0022cc8fe4,21.45043605004852,1,1,1
0022d18ca3,15.383596516398498,1,1,1
0022da435e,14.64474997892503,0,0,1
0022e6932f,14.042330112373673,0,1,0
0022ecda7f,13.762502601113953,0,0,1
0022ee474c,18.055799326675253,1,1,1
0022f2414f,14.603101841507794,0,1,0
0023351af1,15.144604694964432,1,1,1
00233f1af9,14.138093967545744,0,0,1
00236f6a79,13.55792965347619,0,1,0
00238b2e73,14.4169495467474,0,0,1
002396a3df,14.474022720191597,0,0,1
0023ae0401,14.669645033865113,0,0,1
0023e45ee3,15.412627836164202,1,1,1
00240f3468,14.399210379161245,0,0,1
0024159123,14.23369323517133,0,0,1
00244be79c,14.21186807143236,0,0,1
00245046cd,14.00293772638001,0,0,1
002477871a,14.728373485695691,0,0,1
00247b6408,15.03460021469039,1,0,0
002497f539,14.301903278110965,0,0,1
0024a051d7,15.395141345612377,1,0,0
0024f625a4,14.371059792311836,0,1,0
0024fbe2a0,13.738233142263876,0,0,1
002518468f,21.71162807468397,1,1,1
0025710dd2,14.63504807163219,0,0,1
0025782d8e,14.012635949826109,0,0,1
002598ef43,15.142421557728124,1,0,0
0025aaf0ca,14.573939018520768,0,0,1
0025e69772,17.868619979016295,1,1,1
0025f5c202,14.480100862008666,0,1,0
00260563d4,14.626488446682862,0,1,0
00261c1b0f,18.967290509065485,1,1,1
00261cd6e5,14.687094547553077,0,0,1
0026281de5,22.10625481514288,1,1,1
00263937d0,14.500836418708742,0,1,0
00263af060,14.660037639429834,0,0,1
00264cb8f4,17.896605981547133,1,1,1
0026690226,15.21574029673572,1,1,1
0026b6f099,15.136051107821476,1,1,1
0026e1aa4e,13.907292149620018,0,0,1
00270d11aa,14.596823535418364,0,0,1
00271559e6,14.511419037969103,0,1,0
002756d256,18.97871027829507,1,1,1
002766ef2e,15.785456184719049,1,0,0
002784b0f7,14.25909774651876,0,0,1
0027b587aa,32.49612137671752,1,1,1
0027b9d13e,14.818102345720156,0,0,1
0027d079e0,27.127661037379585,1,1,1
0028260e77,82.8570431517011,1,1,1
0028431a50,15.488997419162992,1,1,1
00289cecce,13.57365175873404,0,0,1
0028ae7318,19.422178659671907,1,1,1
0028ec706c,14.876156352642084,0,0,1
002913b7a9,14.975296110724576,0,1,0
0029204f82,14.190270791871278,0,0,1
0029277914,22.066479748965516,1,1,1
00294672f6,14.051221844781423,0,0,1
00295644c5,14.787245231523144,0,0,1
00298af0e1,15.45516431267874,1,0,0
00298c6cb8,14.809217490590523,0,0,1
0029d6d32b,12.851952430591318,0,0,1
0029ebc1db,14.636424741070496,0,0,1
002a06e8a9,15.271185053356009,1,0,0
002a2c1dea,13.73611387187648,0,0,1
002a53257b,15.627033306345844,1,1,1
002a54a1b6,14.055477916703156,0,0,1
002a564211,14.76559042765694,0,0,1
002a59fa8d,14.926751171209856,0,0,1
002a65d386,14.441940874967257,0,0,1
002aa0f5f9,45.71820335067103,1,1,1
002ab9fa76,21.112880285927467,1,1,1
002ae23792,15.057168085147952,1,0,0
002ae722eb,14.084444788873258,0,0,1
002b356fc3,29.628949036804784,1,1,1
002b5e1f58,18.96494577329668,1,1,1
002b766b27,14.09586176693325,0,0,1
002ba0074e,40.35454552431388,1,1,1
002ba1a10d,13.671805792162594,0,1,0
002bacfad2,15.283553883745924,1,0,0
002bb4e08a,15.189197249194889,1,0,0
002be14774,15.04019356905821,1,1,1
002c259124,23.354777196530613,1,1,1
002c319f7a,15.057628529827248,1,1,1
002c3d871b,13.708880332287674,0,1,0
002c3f5e70,21.039241198500385,1,1,1
002c474e05,52.72494725389412,1,1,1
002c57b67a,14.002907258981708,0,0,1
002c58b6f6,14.785351040892534,0,0,1
002c7ea4b6,28.267133863452447,1,1,1
002c938b58,14.834282442045918,0,0,1
002ccebe2b,15.144689768134056,1,1,1
002d44ee1e,13.942959087688404,0,0,1
002d4f63c9,15.940724121537489,1,1,1
002db92308,46.27822268810888,1,1,1
002dc64287,24.663125767934176,1,1,1
002dca2ef2,16.056025542190277,1,0,0
002e0a66cc,14.465428587428976,0,0,1
002e446915,15.106998801170851,1,0,0
002e45adf3,15.77353456413211,1,1,1
002e9b0667,13.96311323280908,0,0,1
002ec9d1ff,14.218817877991189,0,1,0
002ee37d52,14.230678836415905,0,0,1
002efe2421,15.696039338280114,1,1,1
002f07dd76,14.079099856066978,0,1,0
002f1168f4,14.555291113036844,0,0,1
002f1e98cd,17.247922668050258,1,1,1
002f5e453a,15.43503547380555,1,1,1
002f6b4df6,13.673071204445328,0,0,1
002f73c8ba,17.906355583957343,1,1,1
002f8fc91e,16.270987316891127,1,0,0
002fa29b19,14.828028819200467,0,0,1
002fa5c237,19.386295536235096,1,1,1
002fa9b1e8,14.518841955976864,0,0,1
002faafb23,15.232265847394627,1,1,1
00302be309,14.916293784084235,0,0,1
00303f4a34,14.832426845460647,0,1,0
00305b869d,13.623387204347296,0,0,1
0030770a30,15.27658032693784,1,1,1
003078c258,52.21836612029372,1,1,1
003086b61c,13.677316634795469,0,0,1
00309a2707,13.665622105090335,0,0,1
0030a8f92d,14.246742379201192,0,0,1
0030c3b01b,14.605851108032075,0,1,0
0030c79fb4,13.958448677125109,0,0,1
003107fbcd,17.398952006832356,1,1,1
003112824c,15.170024629600157,1,0,0
00311cb0e4,14.571949949912998,0,0,1
00313d932b,14.464696577128148,0,1,0
0031662ebb,41.52945119015408,1,1,1
00319111e2,19.057362308172188,1,1,1
003198cbde,14.411018540063036,0,1,0
0031ab076a,14.6561889050783,0,0,1
0031b2739d,20.96045297262087,1,1,1
0031bdca49,14.372561411881112,0,1,0
0031d39ebf,13.77984249638078,0,0,1
0031db996a,13.792749341015488,0,0,1
0031e5097a,13.092646513435678,0,0,1
0031e7e00a,14.101278561174428,0,1,0
0031fe0223,19.217094292676748,1,1,1
00323eeb3b,14.855145549287794,0,0,1
0032432bc6,14.037218741180432,0,1,0
00324eff8f,14.54312548243955,0,1,0
00326150ff,14.082895865341465,0,1,0
0032654bcc,45.58590569192919,1,1,1
0032d5fe4c,13.691038261141236,0,0,1
0032efc019,13.691585534160154,0,0,1
0032f12ab1,16.328712033346093,1,1,1
0033211a3d,15.806511701947098,1,1,1
00334115f5,14.351932053719285,0,1,0
00334b1e28,14.084047949437672,0,0,1
00334cedd6,13.837039124553131,0,1,0
003363fb9a,14.199967958072165,0,0,1
003383e837,13.8602021016241,0,0,1
0033844dc3,13.695663346348276,0,0,1
00339e3047,21.29540167191103,1,1,1
00339f5aca,14.398471825669498,0,0,1
0033d4a76e,19.046769014180278,1,1,1
003426abc4,14.803460251080756,0,1,0
00342f7db4,14.319768246820766,0,1,0
00343f8804,15.50119710721509,1,0,0
00344a4a5d,13.347039975933804,0,0,1
00344dbdd1,14.76724392660961,0,0,1
00344dc3a4,19.683961969958943,1,1,1
0034680a06,14.803630652073252,0,1,0
0034be4c45,14.729336961380945,0,0,1
0034c04a6b,14.856807636743437,0,0,1
0034c63605,14.350264595508111,0,0,1
0034fb9c91,19.81674285352822,1,1,1
0035321ebc,14.730816149256508,0,0,1
0035620c2d,76.66336542257375,1,1,1
003593de60,14.031240140008954,0,0,1
0035bab428,16.072230815468057,1,1,1
0035be029a,14.48258447501824,0,0,1
0035d2e522,14.247586640767084,0,0,1
0035d4e399,14.949471940241096,0,1,0
003605c98f,25.764474269353084,1,1,1
00361565ba,13.688096154063956,0,1,0
003632c1f7,13.498030564462075,0,0,1
0036747940,13.379300853116517,0,0,1
0036905958,23.616146186532383,1,1,1
0036fdea42,14.760014265826976,0,1,0
00376a1eed,14.316815393414958,0,0,1
00378a4a30,15.594110263323165,1,1,1
0037a014a7,14.302458339948792,0,1,0
0037aceb06,14.162117832487889,0,0,1
0037c34698,13.59315204647094,0,0,1
0037cc59e5,13.982663176526012,0,0,1
0037d03f4d,19.000775007967803,1,1,1
0037d3856d,16.114454397435146,1,1,1
0037ef2c23,13.786198534753378,0,0,1
003826113f,13.832884110052673,0,1,0
00383d764d,14.90178416533126,0,0,1
00383ec90e,14.540439905544437,0,0,1
0038568111,14.735773040198882,0,0,1
00387dea40,24.16722592436438,1,1,1
003898701a,15.06586197519444,1,0,0
00389ed72a,14.68536431606584,0,0,1
0038d163a2,13.69189256807676,0,1,0
00391d4a35,17.69232111391246,1,1,1
0039390b3e,14.081456047380392,0,0,1
003940c4f7,27.05579983646702,1,1,1
00394bc317,17.297879921774946,1,1,1
00396e17bb,13.796444872322752,0,1,0
00397cf0e8,13.397537000624894,0,0,1
00398f50bc,14.09860091695459,0,1,0
00399be308,40.41928816464392,1,1,1
0039d8499f,15.239730487914368,1,1,1
003a01a1a8,13.599644182835767,0,0,1
003a40fe6b,15.330556876184293,1,1,1
003a62ac30,14.620451334242764,0,0,1
003b01a259,14.413415222532318,0,1,0
003b0ba41e,15.390899938070913,1,1,1
003b3c903c,14.252536176831704,0,0,1
003b3e3ef4,15.645002552900024,1,1,1
003b5c6f7c,15.361546505248045,1,1,1
003b85429f,33.23158111248602,1,1,1
003bac9aa8,13.862749832577466,0,0,1
003bb1fae7,16.143458877070515,1,1,1
003bb8a120,14.3690127157715,0,1,0
003c08891b,14.697648379850367,0,0,1
003c0a48ae,15.24104277285218,1,0,0
003c1c8a2a,14.191459306903802,0,0,1
003c1e0a1b,14.265574793029485,0,0,1
003c2ae2ac,14.972220365775168,0,0,1
003c3faf90,14.976002646178047,0,0,1
003c437a9a,14.400789164537482,0,0,1
003c649df8,39.64275287927573,1,1,1
003ca88629,16.464048723687604,1,1,1
003d559233,21.143042865789493,1,1,1
003d652fb4,14.714400720879528,0,0,1
003dda11d5,17.949104826122984,1,1,1
003e0e4783,24.20489775642144,1,1,1
003e22dc17,14.465867271409545,0,0,1
003e2b7e5e,13.566348310039062,0,0,1
003e42175c,14.103083842512683,0,1,0
003e6adfe0,15.036503622253065,1,1,1
003e700043,14.396441032829124,0,1,0
003e733acc,14.116281188407704,0,0,1
003e7ca1cd,14.311226380845042,0,1,0
003e8b8457,13.50075942302728,0,1,0
003e99de8a,14.379770631845862,0,0,1
003ebdf65e,14.725665544772216,0,0,1
003ed94a44,31.425446792670733,1,1,1
003ef0d7d8,14.37940105120555,0,1,0
003ef2aa37,14.727384275559867,0,0,1
003f098a28,15.566879599443144,1,0,0
003f151cae,40.61116457084146,1,1,1
003f6e589c,14.144293064810132,0,1,0
003f936214,16.855910336882943,1,0,0
003fad1792,14.080994604419406,0,0,1
003fbd12fc,15.83954555819692,1,1,1
00401e4e2e,13.729451187364036,0,0,1
00404c04c6,14.588595828938333,0,1,0
00404f766a,26.51542751859489,1,1,1
00406e8bce,15.048151375635667,1,1,1
004078084e,14.76028492411911,0,0,1
004090143b,13.424443012507291,0,0,1
00409dcf7c,14.149945652178166,0,0,1
0040aabf6b,13.593800529502598,0,0,1
0040b1524c,14.092094544486518,0,1,0
0040c171ac,13.80002761259932,0,0,1
0040f20442,13.792050434670514,0,0,1
0040f3c67f,14.200186086560016,0,0,1
004122364d,27.16426426747369,1,1,1
00412ee4cb,14.42991561770929,0,0,1
00414ca902,18.239972476723302,1,1,1
004150e229,14.43893683170894,0,1,0
00416e6902,21.901496728132397,1,1,1
004171471a,16.948852201736464,1,1,1
00417d3d83,14.374977502605988,0,0,1
0041896bb2,14.409648522440468,0,0,1
00418cae9b,14.686142016494689,0,0,1
00418f951c,15.01566761063432,1,1,1
004199a55d,14.475097556644055,0,1,0
0041a1c679,14.360022609976935,0,0,1
0041b20fcb,19.351903532804748,1,1,1
0041b6d397,14.24776732940369,0,0,1
004200f521,15.345968104909144,1,0,0
00420cfff8,14.44306783107866,0,0,1
00420d20ef,14.531971057327189,0,0,1
00421347f7,19.46938962620294,1,1,1
004232bacb,14.354777708544256,0,0,1
004232bc56,13.965543429987104,0,0,1
00423ed6da,13.698007841612291,0,1,0
004260ec22,13.781553759965018,0,0,1
00427dc64a,15.147450326799913,1,1,1
0042b66d54,14.386997228000812,0,0,1
0042ba6f87,26.51018897582103,1,1,1
0042bf5979,15.751802441431291,1,1,1
0042ca9ac0,14.638197683249182,0,0,1
0042e1a44f,14.11318602100808,0,0,1
0042e4b17c,13.653942882766092,0,0,1
0042ec94f8,24.930197884610813,1,1,1
0042f7aefa,44.91344246309167,1,1,1
00432ac4e3,14.98240865806002,0,0,1
00432ffae1,14.820048882762938,0,0,1
00433658db,14.303158248499605,0,1,0
004349ef0d,16.080030569888123,1,1,1
0043a55cd0,14.546187084481462,0,1,0
0043aa1fc5,14.585212341730506,0,0,1
0043ac5cf1,14.11685346565312,0,0,1
0043ec26fc,36.42867432889802,1,1,1
0043ed5527,13.745583417409648,0,0,1
0043f4c395,14.06757016751738,0,1,0
00441b542e,24.510879266083023,1,1,1
0044382258,13.59472976912011,0,0,1
0044493232,14.052249036062369,0,0,1
004455f4ee,13.542197959495734,0,1,0
0044799329,18.168417710420368,1,1,1
0044933281,18.58085452130152,1,1,1
0044aaece5,14.695084574674606,0,0,1
0044b50d7a,14.12814567818009,0,0,1
0044c09c4a,25.166638922808424,1,1,1
0044d49c1b,14.398295460778892,0,1,0
0044f4ac10,15.695888361052358,1,1,1
00451df79f,74.66846306470303,1,1,1
0045384f78,13.474203740797368,0,0,1
004539d82c,13.969520490147126,0,0,1
00457b7ba7,27.51808293742671,1,1,1
00457c7f83,14.417844225069803,0,0,1
0045827673,42.33677557578814,1,1,1
0045930893,15.578386875083892,1,1,1
0045abc2c6,13.997832307102286,0,0,1
0045ce7c88,14.826421984509976,0,1,0
0045f7155b,14.56796866404924,0,0,1
00460a79b1,15.026495376977737,1,1,1
0046496aa8,14.732573741369118,0,0,1
00464ca8e5,15.126606868103554,1,1,1
00464da3e2,14.27246635088459,0,1,0
00465e4dc7,15.505410910333822,1,0,0
00466a7ba1,14.435755288462277,0,0,1
0046754564,13.867808279149656,0,0,1
00467f29e0,14.454431679488009,0,0,1
00468b1942,17.696641036325538,1,1,1
0046bd6236,19.68882258395044,1,1,1
0046ced1e0,31.42437762792968,1,1,1
0046d3adf9,31.31204715627875,1,1,1
0046db8cd7,14.548838072716045,0,0,1
0046f84e63,14.25478552734026,0,0,1
0047203a45,12.293037347599618,0,0,1
004734a74f,17.89265985099106,1,1,1
004763b2e1,16.67713411952634,1,1,1
0047854dc6,15.273662970615312,1,1,1
00478b2d9d,38.017347225195365,1,1,1
0047a958cf,14.083854466551175,0,0,1
0047b787e2,20.111177426873688,1,1,1
0048071121,14.27194272366945,0,0,1
004840c358,13.726134061979447,0,0,1
0048413cc3,35.32773736018368,1,1,1
00485207db,13.851617931691209,0,0,1
00486e9fda,33.18843156672155,1,1,1
00486efa1c,14.43932656941688,0,0,1
004884bdf6,14.632791904033844,0,0,1
00489d6da3,14.429310565623918,0,0,1
0048a0214e,13.960414437652108,0,0,1
0048cd2d29,26.49289343079632,1,1,1
0048fc9e46,16.512170852219793,1,1,1
00492a4d79,14.878812847829405,0,0,1
004952081d,32.83544034085108,1,1,1
0049892d70,15.965902186108556,1,1,1
00498e6d5e,35.75476878938022,1,1,1
0049a00b45,14.613014966796,0,0,1
0049c4f244,13.280532673057728,0,0,1
