id,Max SNRs,Match Targets,Actual Targets,Classified Targets
000806e898,15.145288964283656,1,0,0
0008258672,15.96831715242423,1,1,1
000859c936,14.009283218477956,0,0,1
000877a47c,15.328665120642665,1,0,0
0008983698,15.783238576664022,1,1,1
00089e1821,39.59661539269166,1,1,1
0008c2f476,14.3403904883244,0,0,1
0008cf208f,14.675263408531135,0,0,1
0008dd7867,15.820043419185357,1,0,0
00090121cf,13.521048952581316,0,0,1
00090c52ce,23.288617211813964,1,1,1
00091a8762,14.169413354561236,0,0,1
000935c367,15.088888483136303,1,0,0
00093b5c49,14.362422873548288,0,0,1
00094e51b0,14.507134255047816,0,0,1
00096eb5cd,13.795216170595282,0,0,1
000998b399,13.696061019042308,0,0,1
00099c3cb0,14.57255875353712,0,0,1
0009b0f2b6,15.129301091350854,1,0,0
0009b55d87,13.835848162479326,0,1,0
0009c48c31,13.927261065057332,0,0,1
0009cf257a,14.002699904972244,0,1,0
0009d40573,22.66920703565449,1,1,1
0009d4cdeb,13.89311481882178,0,1,0
0009e8c71e,15.69418794254819,1,1,1
000a1122c0,14.009696480073282,0,0,1
000a1f352b,15.621120919956205,1,1,1
000a218fdd,25.52194134171765,1,1,1
000a3072ab,15.012027227269307,1,0,0
000a32736f,22.157204125015262,1,1,1
000a5527d6,20.304882058042622,1,1,1
000a5b6e5c,36.11112966228349,1,1,1
000a5b744e,16.786440423635764,1,1,1
000a852fee,15.140201597244133,1,0,0
000a8caf72,14.864162378120197,0,0,1
000aa31ba5,41.020615130517456,1,1,1
000ab7f146,15.867573996998516,1,1,1
000b077d34,14.87749445523848,0,0,1
000b9f270d,25.855697354448623,1,1,1
000ba9ebe8,14.475788942624623,0,0,1
000bbeb157,21.29375932403636,1,1,1
000bcd1c97,13.22888113768802,0,0,1
000bcf8bf9,14.6929309731629,0,1,0
000be7de2d,14.113156188506403,0,0,1
000bf33edd,18.41818066050206,1,1,1
000bf685d6,15.995269519056324,1,1,1
000c3049e8,15.179197274571358,1,0,0
000c3f2d3e,20.213484043557436,1,1,1
000c41d34a,32.93892245423879,1,1,1
000c5a3b83,24.55401367075013,1,1,1
000c617dd1,14.216099648753016,0,0,1
000c6477c2,18.97537355860761,1,1,1
000c67c73a,26.78907806737205,1,1,1
000c852f37,13.836519014306358,0,0,1
000c890412,15.153523730818712,1,0,0
000c9feb63,13.88177380442767,0,0,1
000ca21306,13.839832548805866,0,0,1
000ca41c06,14.61177731012784,0,0,1
000cb60cec,14.5108084760813,0,0,1
000cbae488,13.680745232661977,0,0,1
000db11b84,15.290351384300823,1,0,0
000e2302f0,15.058109943350008,1,1,1
000e259eb1,14.177838039177171,0,1,0
000e2e4fa6,20.5163951698705,1,1,1
000e3b933f,13.620453138367008,0,0,1
000e4a26c6,20.434703382467028,1,1,1
000e579c6a,14.730679235894735,0,0,1
000e94ed5f,14.74596899196798,0,0,1
000ea3f58c,14.06492498359513,0,0,1
000eb55203,14.295745842331858,0,0,1
000ec35dda,14.013439082645665,0,0,1
000edf24c2,13.298823432063095,0,0,1
000eee8e26,15.378142480716626,1,0,0
000ef07f12,14.631940999474486,0,1,0
000ef744bf,13.54947175232794,0,0,1
000efdb49c,13.425402633079573,0,0,1
000efe500e,14.01920635975659,0,0,1
000f16d34d,15.66087081677776,1,1,1
000f1976b6,17.381427991006184,1,1,1
000f3732de,14.945660338971038,0,1,0
000f3ec278,13.781509398363342,0,0,1
000f4ffd29,13.625244176246712,0,0,1
000f844d01,15.156132226129587,1,1,1
000f89d73e,14.383876249096598,0,0,1
000f8f0e9b,13.812159702194307,0,1,0
000fb5d0bf,41.8923859235852,1,1,1
000fd2a682,14.51704217512705,0,1,0
000fe0c0ef,14.27017664474967,0,0,1
001004180a,14.755606945159464,0,0,1
00107dff56,14.179378405953816,0,0,1
0010838bae,18.2269772092324,1,1,1
0010c291b3,14.401390748262084,0,0,1
0010e0d62a,14.169112675189467,0,1,0
00111f9a51,16.094027421611514,1,1,1
001171484c,29.16204077842568,1,1,1
00118eda78,18.138406050447,1,1,1
00119a81c9,13.844673743229126,0,0,1
0011cb84ab,13.35146962517575,0,0,1
00122ba7a6,14.189573087537802,0,0,1
00122c288c,14.584199474392028,0,0,1
0012370d42,14.971639341142692,0,0,1
00123a4be6,29.615826781157963,1,1,1
00123a98a4,14.567110918629416,0,0,1
00124889d7,21.65139724317933,1,1,1
00127ff9a5,14.516411034068897,0,0,1
0012b54664,18.231019505714595,1,1,1
0012cbe5b5,15.976741382851053,1,0,0
0013d88b31,14.383084035377044,0,0,1
0013e2f57c,13.410210952759028,0,0,1
0013f016cc,14.767761196433986,0,0,1
0014080c8a,35.544756987991306,1,1,1
00141585af,13.42962972084469,0,0,1
0014354f2a,13.225765182006542,0,0,1
00143d51a7,14.855331375882589,0,1,0
00146af6e0,15.85106078179688,1,1,1
00146f6441,14.63269579232027,0,0,1
0014724021,13.996680030888657,0,1,0
001486aaca,13.545484185717989,0,0,1
0014a2be82,13.934836888246815,0,0,1
0014b3dccf,16.256390185485486,1,1,1
00158f0c4d,13.88632481087796,0,0,1
0015c1981e,14.900320148621748,0,0,1
0015c81349,16.002640867756146,1,1,1
0015ec5ac3,13.991697116138246,0,0,1
0015f12c38,14.969808436070071,0,0,1
00161459f4,14.415440785287524,0,1,0
00161cdd2b,15.032919369601212,1,1,1
001628f228,13.989836809102387,0,0,1
001632329b,14.15660726835483,0,0,1
001639e102,13.781895829673788,0,0,1
00164d4b5e,13.31562010278024,0,0,1
001667cce1,14.208557500083144,0,0,1
00166a1414,13.872180049733783,0,0,1
0016ad80c7,20.399969121895342,1,1,1
0016aeacb6,14.774731317809096,0,0,1
0016b5cd4c,15.147220462058687,1,1,1
0016ceef8e,16.062994653664227,1,1,1
0016d501f3,14.796958071284145,0,0,1
0016d5221a,16.172332309253825,1,1,1
0016e7a212,13.55551718238108,0,0,1
0016ed801b,14.656044299019497,0,0,1
00172aaca5,23.469165403261997,1,1,1
001744e9c2,14.078267103893456,0,0,1
0017513cef,15.020291030965666,1,0,0
00176141e9,13.649596121903464,0,0,1
00176fd5ad,14.097850754095427,0,1,0
00177334b5,14.29257546603126,0,0,1
0017824b16,13.893847284655026,0,0,1
0017870e6a,14.97470156281437,0,1,0
0017a35bf4,14.563326164351274,0,1,0
0017da893b,14.374439709745042,0,1,0
0017e315e9,14.45524580316778,0,1,0
0017ee018a,16.073283564118555,1,1,1
00180d4da6,20.08018549338421,1,1,1
00180e4450,14.46175819876271,0,1,0
001835e5c1,14.391208125648085,0,0,1
0018663758,14.877721469327538,0,0,1
00189cbf16,15.844181164797028,1,1,1
0018a84716,14.001810312618158,0,1,0
0018c6b1cf,15.283716941827336,1,0,0
0018f1904d,19.520384642774804,1,1,1
0018f964f9,15.831624443107527,1,1,1
001917b98a,14.36374942780025,0,0,1
0019185987,14.44518354111196,0,0,1
0019281278,13.676941269375703,0,0,1
00193888c1,13.86164427043026,0,1,0
001946aee4,14.229881731699798,0,1,0
00196344ed,13.821826699379947,0,0,1
001981cbe4,18.458139797070555,1,1,1
0019b96b7f,14.091296932884266,0,0,1
0019deddde,13.546332315841523,0,0,1
001a188238,13.959479979723572,0,0,1
001a19d8d7,13.821010525822928,0,0,1
001a3b3f2c,16.395493409930047,1,1,1
001a446a19,14.404851637299384,0,0,1
001a6257b4,19.59990086286301,1,1,1
001ab15fa9,20.26231481392174,1,1,1
001abff86f,14.363285775607276,0,0,1
001af85a51,16.72324539212122,1,1,1
001b4b3a25,14.324075408911405,0,1,0
001b582021,14.093927141092616,0,0,1
001b5f2f43,60.59507321939026,1,1,1
001b6bc711,13.056292466209385,0,0,1
001bb4660a,14.170793334201568,0,0,1
001bb690eb,18.747750923345244,1,1,1
001bd8da6c,13.95587216021148,0,0,1
001be5e60b,22.75739350353604,1,1,1
001c064957,13.589682139168824,0,0,1
001c14eb0f,14.15182501608787,0,1,0
001c640ebe,18.09712378162847,1,1,1
001c67a7c5,14.47073729062524,0,1,0
001ccbe8ba,13.455518844133522,0,0,1
001cd8cc26,13.962263952063758,0,0,1
001d042be1,14.159512218846489,0,0,1
001d06f708,20.957913693874136,1,1,1
001d4487ee,20.46888238843069,1,1,1
001d593c4a,24.10642705302992,1,1,1
001d9e78a8,14.934553520381224,0,0,1
001dcd3626,14.731796290168194,0,0,1
001df83cd8,18.348034759816567,1,1,1
001e105064,13.619125949607572,0,0,1
001e67893b,14.549845003554587,0,0,1
001e995ab3,14.318374582623797,0,0,1
001e9bede5,14.22306765314732,0,1,0
001eeb1561,14.94781787038184,0,1,0
001f086f07,14.501479369771705,0,1,0
001f30a2c7,14.277642162672054,0,0,1
001f55c995,13.716970647490314,0,0,1
001f67d7a4,12.868969618779744,0,0,1
001fa37004,14.564604266374037,0,0,1
001fb8edae,13.581286747778584,0,0,1
001fe833a5,15.324267830978036,1,1,1
001fe86f77,20.14828011694948,1,1,1
0020149664,27.628573113502576,1,1,1
002027f667,14.79169649460168,0,0,1
00203855ee,14.27618836045812,0,1,0
002040976b,22.19658208913596,1,1,1
0020623382,15.475845128164458,1,1,1
00208ccf51,12.81846889026892,0,0,1
0020ab4fcd,13.49190497600965,0,0,1
0020afca1f,14.401039147489492,0,0,1
0020b7510d,22.12548133686013,1,1,1
0020be0866,13.444522206598112,0,0,1
0020cf7fac,18.21140676294271,1,1,1
00210906a9,15.692883176039905,1,0,0
0021095cf1,18.578439663298944,1,1,1
0021476da9,16.111920202925734,1,1,1
00216f29b0,14.54828451000225,0,0,1
0021837fbf,13.96700060880115,0,1,0
0021a85913,14.840036665542314,0,0,1
00221211f5,15.586355938201336,1,1,1
00224cee90,14.472753403417968,0,0,1
0022619d00,19.591209699918466,1,1,1
002262bc50,13.870541573752092,0,1,0
00227bc2f2,20.38629157064283,1,1,1
002299548b,14.15257243711963,0,0,1
0022b52298,14.254565535449856,0,1,0
0022cc8fe4,21.450436050048523,1,1,1
0022d18ca3,15.383596516398502,1,1,1
0022da435e,14.644749978925038,0,0,1
0022e6932f,14.042330112373673,0,1,0
0022ecda7f,13.762502601113953,0,0,1
0022ee474c,18.055799326675253,1,1,1
0022f2414f,14.603101841507776,0,1,0
0023351af1,15.144604694964436,1,1,1
00233f1af9,14.13809396754574,0,0,1
00236f6a79,13.557929653476194,0,1,0
00238b2e73,14.416949546747396,0,0,1
002396a3df,14.474022720191597,0,0,1
0023ae0401,14.669645033865104,0,0,1
0023e45ee3,15.412627836164198,1,1,1
00240f3468,14.399210379161223,0,0,1
0024159123,14.233693235171328,0,0,1
00244be79c,14.21186807143236,0,0,1
00245046cd,14.002937726380011,0,0,1
002477871a,14.728373485695696,0,0,1
00247b6408,15.034600214690387,1,0,0
002497f539,14.301903278110968,0,0,1
0024a051d7,15.395141345612377,1,0,0
0024f625a4,14.371059792311836,0,1,0
0024fbe2a0,13.73823314226388,0,0,1
002518468f,21.71162807468397,1,1,1
0025710dd2,14.635048071632191,0,0,1
0025782d8e,14.012635949826109,0,0,1
002598ef43,15.142421557728124,1,0,0
0025aaf0ca,14.573939018520768,0,0,1
0025e69772,17.86861997901629,1,1,1
0025f5c202,14.480100862008664,0,1,0
00260563d4,14.626488446682863,0,1,0
00261c1b0f,18.967290509065485,1,1,1
00261cd6e5,14.68709454755308,0,0,1
0026281de5,22.10625481514289,1,1,1
00263937d0,14.500836418708746,0,1,0
00263af060,14.660037639429843,0,0,1
00264cb8f4,17.89660598154714,1,1,1
0026690226,15.215740296735728,1,1,1
0026b6f099,15.13605110782148,1,1,1
0026e1aa4e,13.90729214961997,0,0,1
00270d11aa,14.596823535418366,0,0,1
00271559e6,14.511419037969096,0,1,0
002756d256,18.97871027829507,1,1,1
002766ef2e,15.785456184719084,1,0,0
002784b0f7,14.259097746518757,0,0,1
0027b587aa,32.49612137671751,1,1,1
0027b9d13e,14.818102345720156,0,0,1
0027d079e0,27.127661037379585,1,1,1
0028260e77,82.8570431517011,1,1,1
0028431a50,15.48899741916302,1,1,1
00289cecce,13.573651758734044,0,0,1
0028ae7318,19.42217865967191,1,1,1
0028ec706c,14.876156352642088,0,0,1
002913b7a9,14.975296110724578,0,1,0
0029204f82,14.190270791871278,0,0,1
0029277914,22.06647974896548,1,1,1
00294672f6,14.051221844781429,0,0,1
00295644c5,14.787245231523102,0,0,1
00298af0e1,15.455164312678738,1,0,0
00298c6cb8,14.809217490590576,0,0,1
0029d6d32b,12.851952430591318,0,0,1
0029ebc1db,14.636424741070512,0,0,1
002a06e8a9,15.271185053356003,1,0,0
002a2c1dea,13.736113871876476,0,0,1
002a53257b,15.627033306345842,1,1,1
002a54a1b6,14.055477916703149,0,0,1
002a564211,14.76559042765694,0,0,1
002a59fa8d,14.926751171209824,0,0,1
002a65d386,14.441940874967251,0,0,1
002aa0f5f9,45.71820335067103,1,1,1
002ab9fa76,21.11288028592747,1,1,1
002ae23792,15.057168085147936,1,0,0
002ae722eb,14.08444478887326,0,0,1
002b356fc3,29.62894903680479,1,1,1
002b5e1f58,18.964945773296684,1,1,1
002b766b27,14.09586176693324,0,0,1
002ba0074e,40.35454552431388,1,1,1
002ba1a10d,13.671805792162564,0,1,0
002bacfad2,15.283553883745924,1,0,0
002bb4e08a,15.189197249194866,1,0,0
002be14774,15.040193569058216,1,1,1
002c259124,23.35477719653064,1,1,1
002c319f7a,15.05762852982725,1,1,1
002c3d871b,13.708880332287665,0,1,0
002c3f5e70,21.039241198500388,1,1,1
002c474e05,52.72494725389412,1,1,1
002c57b67a,14.00290725898171,0,0,1
002c58b6f6,14.785351040892538,0,0,1
002c7ea4b6,28.26713386345245,1,1,1
002c938b58,14.83428244204594,0,0,1
002ccebe2b,15.14468976813405,1,1,1
002d44ee1e,13.94295908768841,0,0,1
002d4f63c9,15.940724121537489,1,1,1
002db92308,46.2782226881089,1,1,1
002dc64287,24.663125767934176,1,1,1
002dca2ef2,16.056025542190266,1,0,0
002e0a66cc,14.465428587428974,0,0,1
002e446915,15.106998801170873,1,0,0
002e45adf3,15.773534564132106,1,1,1
002e9b0667,13.963113232809066,0,0,1
002ec9d1ff,14.218817877991189,0,1,0
002ee37d52,14.230678836415905,0,0,1
002efe2421,15.69603933828012,1,1,1
002f07dd76,14.079099856066987,0,1,0
002f1168f4,14.555291113036844,0,0,1
002f1e98cd,17.247922668050236,1,1,1
002f5e453a,15.435035473805552,1,1,1
002f6b4df6,13.673071204445325,0,0,1
002f73c8ba,17.906355583957343,1,1,1
002f8fc91e,16.270987316891144,1,0,0
002fa29b19,14.828028819200467,0,0,1
002fa5c237,19.386295536235103,1,1,1
002fa9b1e8,14.518841955976868,0,0,1
002faafb23,15.232265847394611,1,1,1
00302be309,14.916293784084234,0,0,1
00303f4a34,14.83242684546067,0,1,0
00305b869d,13.623387204347296,0,0,1
0030770a30,15.27658032693783,1,1,1
003078c258,52.21836612029372,1,1,1
003086b61c,13.677316634795469,0,0,1
00309a2707,13.66562210509034,0,0,1
0030a8f92d,14.246742379201176,0,0,1
0030c3b01b,14.605851108032075,0,1,0
0030c79fb4,13.95844867712509,0,0,1
003107fbcd,17.398952006832353,1,1,1
003112824c,15.17002462960014,1,0,0
00311cb0e4,14.571949949912993,0,0,1
00313d932b,14.464696577128166,0,1,0
0031662ebb,41.52945119015408,1,1,1
00319111e2,19.057362308172216,1,1,1
003198cbde,14.411018540063033,0,1,0
0031ab076a,14.656188905078295,0,0,1
0031b2739d,20.96045297262087,1,1,1
0031bdca49,14.372561411881122,0,1,0
0031d39ebf,13.77984249638078,0,0,1
0031db996a,13.792749341015485,0,0,1
0031e5097a,13.092646513435682,0,0,1
0031e7e00a,14.10127856117443,0,1,0
0031fe0223,19.217094292676745,1,1,1
00323eeb3b,14.855145549287794,0,0,1
0032432bc6,14.037218741180432,0,1,0
00324eff8f,14.543125482439564,0,1,0
00326150ff,14.08289586534146,0,1,0
0032654bcc,45.58590569192917,1,1,1
0032d5fe4c,13.691038261141236,0,0,1
0032efc019,13.691585534160158,0,0,1
0032f12ab1,16.328712033346097,1,1,1
0033211a3d,15.806511701947118,1,1,1
00334115f5,14.351932053719285,0,1,0
00334b1e28,14.084047949437648,0,0,1
00334cedd6,13.837039124553131,0,1,0
003363fb9a,14.199967958072168,0,0,1
003383e837,13.860202101624102,0,0,1
0033844dc3,13.695663346348226,0,0,1
00339e3047,21.29540167191103,1,1,1
00339f5aca,14.398471825669484,0,0,1
0033d4a76e,19.046769014180278,1,1,1
003426abc4,14.803460251080772,0,1,0
00342f7db4,14.319768246820768,0,1,0
00343f8804,15.501197107215082,1,0,0
00344a4a5d,13.347039975933798,0,0,1
00344dbdd1,14.767243926609602,0,0,1
00344dc3a4,19.683961969958943,1,1,1
0034680a06,14.803630652073265,0,1,0
0034be4c45,14.729336961380952,0,0,1
0034c04a6b,14.85680763674343,0,0,1
0034c63605,14.350264595508111,0,0,1
0034fb9c91,19.81674285352823,1,1,1
0035321ebc,14.730816149256508,0,0,1
0035620c2d,76.66336542257372,1,1,1
003593de60,14.031240140008952,0,0,1
0035bab428,16.072230815468053,1,1,1
0035be029a,14.482584475018236,0,0,1
0035d2e522,14.247586640767068,0,0,1
0035d4e399,14.949471940241091,0,1,0
003605c98f,25.764474269353087,1,1,1
00361565ba,13.68809615406396,0,1,0
003632c1f7,13.49803056446208,0,0,1
0036747940,13.37930085311652,0,0,1
0036905958,23.61614618653241,1,1,1
0036fdea42,14.760014265826978,0,1,0
00376a1eed,14.316815393415,0,0,1
00378a4a30,15.594110263323165,1,1,1
0037a014a7,14.302458339948805,0,1,0
0037aceb06,14.162117832487889,0,0,1
0037c34698,13.593152046470944,0,0,1
0037cc59e5,13.98266317652601,0,0,1
0037d03f4d,19.00077500796781,1,1,1
0037d3856d,16.114454397435143,1,1,1
0037ef2c23,13.786198534753405,0,0,1
003826113f,13.832884110052676,0,1,0
00383d764d,14.901784165331254,0,0,1
00383ec90e,14.540439905544437,0,0,1
0038568111,14.735773040198874,0,0,1
00387dea40,24.16722592436438,1,1,1
003898701a,15.065861975194457,1,0,0
00389ed72a,14.68536431606584,0,0,1
0038d163a2,13.691892568076758,0,1,0
00391d4a35,17.69232111391246,1,1,1
0039390b3e,14.081456047380415,0,0,1
003940c4f7,27.05579983646702,1,1,1
00394bc317,17.29787992177497,1,1,1
00396e17bb,13.796444872322748,0,1,0
00397cf0e8,13.397537000624888,0,0,1
00398f50bc,14.098600916954588,0,1,0
00399be308,40.41928816464391,1,1,1
0039d8499f,15.239730487914368,1,1,1
003a01a1a8,13.599644182835778,0,0,1
003a40fe6b,15.330556876184293,1,1,1
003a62ac30,14.620451334242762,0,0,1
003b01a259,14.413415222532318,0,1,0
003b0ba41e,15.390899938070875,1,1,1
003b3c903c,14.252536176831708,0,0,1
003b3e3ef4,15.645002552900031,1,1,1
003b5c6f7c,15.361546505248045,1,1,1
003b85429f,33.23158111248603,1,1,1
003bac9aa8,13.862749832577466,0,0,1
003bb1fae7,16.143458877070508,1,1,1
003bb8a120,14.3690127157715,0,1,0
003c08891b,14.697648379850364,0,0,1
003c0a48ae,15.24104277285218,1,0,0
003c1c8a2a,14.191459306903797,0,0,1
003c1e0a1b,14.265574793029485,0,0,1
003c2ae2ac,14.972220365775176,0,0,1
003c3faf90,14.976002646178047,0,0,1
003c437a9a,14.400789164537509,0,0,1
003c649df8,39.64275287927573,1,1,1
003ca88629,16.464048723687586,1,1,1
003d559233,21.14304286578949,1,1,1
003d652fb4,14.714400720879553,0,0,1
003dda11d5,17.94910482612298,1,1,1
003e0e4783,24.20489775642146,1,1,1
003e22dc17,14.465867271409545,0,0,1
003e2b7e5e,13.566348310039068,0,0,1
003e42175c,14.103083842512683,0,1,0
003e6adfe0,15.036503622253086,1,1,1
003e700043,14.39644103282912,0,1,0
003e733acc,14.11628118840775,0,0,1
003e7ca1cd,14.311226380845042,0,1,0
003e8b8457,13.500759423027269,0,1,0
003e99de8a,14.379770631845863,0,0,1
003ebdf65e,14.725665544772236,0,0,1
003ed94a44,31.42544679267072,1,1,1
003ef0d7d8,14.379401051205576,0,1,0
003ef2aa37,14.727384275559867,0,0,1
003f098a28,15.566879599443167,1,0,0
003f151cae,40.61116457084145,1,1,1
003f6e589c,14.144293064810128,0,1,0
003f936214,16.855910336882935,1,0,0
003fad1792,14.08099460441942,0,0,1
003fbd12fc,15.83954555819692,1,1,1
00401e4e2e,13.729451187364027,0,0,1
00404c04c6,14.588595828938336,0,1,0
00404f766a,26.51542751859485,1,1,1
00406e8bce,15.048151375635673,1,1,1
004078084e,14.760284924119118,0,0,1
004090143b,13.424443012507297,0,0,1
00409dcf7c,14.149945652178156,0,0,1
0040aabf6b,13.593800529502596,0,0,1
0040b1524c,14.092094544486525,0,1,0
0040c171ac,13.800027612599324,0,0,1
0040f20442,13.792050434670506,0,0,1
0040f3c67f,14.20018608656001,0,0,1
004122364d,27.16426426747371,1,1,1
00412ee4cb,14.429915617709286,0,0,1
00414ca902,18.23997247672331,1,1,1
004150e229,14.438936831708942,0,1,0
00416e6902,21.90149672813237,1,1,1
004171471a,16.94885220173646,1,1,1
00417d3d83,14.37497750260598,0,0,1
0041896bb2,14.40964852244047,0,0,1
00418cae9b,14.686142016494678,0,0,1
00418f951c,15.01566761063432,1,1,1
004199a55d,14.47509755664404,0,1,0
0041a1c679,14.360022609976935,0,0,1
0041b20fcb,19.35190353280476,1,1,1
0041b6d397,14.24776732940369,0,0,1
004200f521,15.345968104909154,1,0,0
00420cfff8,14.443067831078658,0,0,1
00420d20ef,14.531971057327196,0,0,1
00421347f7,19.469389626202933,1,1,1
004232bacb,14.354777708544248,0,0,1
004232bc56,13.965543429987104,0,0,1
00423ed6da,13.698007841612297,0,1,0
004260ec22,13.78155375996502,0,0,1
00427dc64a,15.147450326799923,1,1,1
0042b66d54,14.386997228000812,0,0,1
0042ba6f87,26.51018897582107,1,1,1
0042bf5979,15.751802441431286,1,1,1
0042ca9ac0,14.638197683249178,0,0,1
0042e1a44f,14.113186021008085,0,0,1
0042e4b17c,13.653942882766104,0,0,1
0042ec94f8,24.93019788461081,1,1,1
0042f7aefa,44.913442463091656,1,1,1
00432ac4e3,14.982408658060018,0,0,1
00432ffae1,14.820048882762917,0,0,1
00433658db,14.303158248499606,0,1,0
004349ef0d,16.08003056988813,1,1,1
0043a55cd0,14.54618708448146,0,1,0
0043aa1fc5,14.585212341730504,0,0,1
0043ac5cf1,14.11685346565312,0,0,1
0043ec26fc,36.42867432889802,1,1,1
0043ed5527,13.74558341740965,0,0,1
0043f4c395,14.067570167517388,0,1,0
00441b542e,24.510879266083023,1,1,1
0044382258,13.594729769120091,0,0,1
0044493232,14.052249036062364,0,0,1
004455f4ee,13.542197959495711,0,1,0
0044799329,18.16841771042037,1,1,1
0044933281,18.580854521301525,1,1,1
0044aaece5,14.69508457467461,0,0,1
0044b50d7a,14.128145678180086,0,0,1
0044c09c4a,25.166638922808424,1,1,1
0044d49c1b,14.39829546077889,0,1,0
0044f4ac10,15.69588836105236,1,1,1
00451df79f,74.66846306470303,1,1,1
0045384f78,13.474203740797362,0,0,1
004539d82c,13.96952049014712,0,0,1
00457b7ba7,27.518082937426705,1,1,1
00457c7f83,14.417844225069794,0,0,1
0045827673,42.33677557578813,1,1,1
0045930893,15.578386875083874,1,1,1
0045abc2c6,13.997832307102282,0,0,1
0045ce7c88,14.82642198450996,0,1,0
0045f7155b,14.567968664049236,0,0,1
00460a79b1,15.026495376977724,1,1,1
0046496aa8,14.732573741369114,0,0,1
00464ca8e5,15.126606868103543,1,1,1
00464da3e2,14.272466350884592,0,1,0
00465e4dc7,15.505410910333811,1,0,0
00466a7ba1,14.435755288462282,0,0,1
0046754564,13.867808279149632,0,0,1
00467f29e0,14.454431679488009,0,0,1
00468b1942,17.696641036325524,1,1,1
0046bd6236,19.68882258395044,1,1,1
0046ced1e0,31.42437762792969,1,1,1
0046d3adf9,31.31204715627876,1,1,1
0046db8cd7,14.548838072716068,0,0,1
0046f84e63,14.25478552734026,0,0,1
0047203a45,12.293037347599643,0,0,1
004734a74f,17.89265985099106,1,1,1
004763b2e1,16.677134119526322,1,1,1
0047854dc6,15.273662970615316,1,1,1
00478b2d9d,38.01734722519534,1,1,1
0047a958cf,14.083854466551175,0,0,1
0047b787e2,20.111177426873727,1,1,1
0048071121,14.271942723669454,0,0,1
004840c358,13.726134061979453,0,0,1
0048413cc3,35.32773736018368,1,1,1
00485207db,13.85161793169123,0,0,1
00486e9fda,33.18843156672155,1,1,1
00486efa1c,14.439326569416869,0,0,1
004884bdf6,14.632791904033848,0,0,1
00489d6da3,14.42931056562394,0,0,1
0048a0214e,13.960414437652105,0,0,1
0048cd2d29,26.49289343079632,1,1,1
0048fc9e46,16.51217085221979,1,1,1
00492a4d79,14.878812847829398,0,0,1
004952081d,32.835440340851086,1,1,1
0049892d70,15.965902186108575,1,1,1
00498e6d5e,35.75476878938022,1,1,1
0049a00b45,14.61301496679597,0,0,1
0049c4f244,13.280532673057731,0,0,1
0049e7ecaf,13.998779993267425,0,1,0
