id,Model Predictions,Model Targets,Actual Targets,Classified Targets
1fe4ecee15,0.13507697,0,0,1
1fe55004e8,1.0,1,1,1
1fe556d955,0.23513833,0,1,0
1fe55981c0,0.99961114,1,1,1
1fe5a73a3b,0.8386973,1,0,0
1fe5ff32be,0.37752265,0,1,0
1fe637e282,0.3632041,0,0,1
1fe650025a,0.32570842,0,0,1
1fe6982ef2,0.9999287,1,1,1
1fe6ee8640,0.22280318,0,0,1
1fe6f1d85a,0.27201253,0,1,0
1fe72570fc,0.15219942,0,0,1
1fe7288897,0.91501915,1,1,1
1fe73b7468,0.11732426,0,0,1
1fe7583a7f,0.27861708,0,1,0
1fe7661b86,0.42234987,0,1,0
1fe76ebf4b,0.30953604,0,0,1
1fe78d40f8,0.99997777,1,1,1
1fe7f71f0e,0.9994997,1,1,1
1fe8346191,0.19634086,0,1,0
1fe836308f,0.6847544,1,0,0
1fe84b18da,0.36143303,0,0,1
1fe89e5140,0.26282993,0,0,1
1fe8e79df7,0.17942622,0,0,1
1fe8e836ec,0.32962394,0,0,1
1fe934d2db,0.20405862,0,0,1
1fe9408482,0.30775264,0,0,1
1fe9420e9a,0.133728,0,0,1
1fe971bc9c,0.17426771,0,0,1
1fe9cf3d12,0.36029023,0,0,1
1fe9d57e26,1.0,1,1,1
1fe9d62949,0.38936603,0,1,0
1fe9d62d71,0.99730015,1,1,1
1fea054fdd,0.66770744,1,0,0
1fea5079f6,0.54630643,0,1,0
1fea8eabe7,0.88621414,1,1,1
1fea932822,0.998299,1,1,1
1feb044441,0.5220338,0,1,0
1feb2fd522,0.13603798,0,0,1
1feb61d229,0.5142788,0,0,1
1febb594d8,0.22782022,0,0,1
1febbba7bc,0.38692927,0,1,0
1febc9ff54,0.23323774,0,0,1
1febd3d38d,0.6840137,1,0,0
1febe38255,0.15265891,0,1,0
1febe4b1b4,0.99918664,1,1,1
1febe97c85,0.11099917,0,0,1
1febf42fe9,0.20166144,0,0,1
1fec35ac85,0.20445842,0,0,1
1fec6ca26b,0.3383358,0,1,0
1fec9077f4,0.9495953,1,1,1
1fecfeaff4,0.9992322,1,1,1
1fed04d119,1.0,1,1,1
1fed073cdd,0.9925802,1,1,1
1fed238624,0.46035653,0,1,0
1fed238b52,0.29251218,0,1,0
1fed526dfd,0.65560865,1,1,1
1fed672182,0.20427874,0,0,1
1fed6a3270,0.4627808,0,0,1
1fed93abaa,0.083620906,0,0,1
1fedc0c3ec,0.5579328,0,0,1
1fedc46303,0.47395363,0,0,1
1fedc75bb2,0.46707302,0,0,1
1fedd1d60e,0.5577636,0,0,1
1fee1b2f81,0.35744315,0,0,1
1fee43262a,0.99999976,1,1,1
1fee6c0089,0.98932576,1,1,1
1feef1f1f3,0.9691603,1,1,1
1feef9838e,0.58863723,0,0,1
1fef1579aa,0.84450126,1,1,1
1fef8cd069,0.36628306,0,0,1
1fefa47b11,0.37732244,0,0,1
1fefa587be,0.9999764,1,1,1
1fefb05c8d,0.8480704,1,1,1
1fefd95ab5,0.46873406,0,1,0
1ff045b525,0.9984008,1,1,1
1ff0611b60,0.40671927,0,1,0
1ff07b5dc0,0.15432775,0,0,1
1ff0838b31,0.18135074,0,0,1
1ff0ab1e22,1.0,1,1,1
1ff0acfff3,0.22355047,0,0,1
1ff0e4f25e,0.16366196,0,0,1
1ff0eb13bc,0.55526155,0,1,0
1ff101e7c1,0.23638773,0,0,1
1ff10ab2c2,0.16138822,0,1,0
1ff10f13ad,0.14700553,0,1,0
1ff1137de5,0.98285484,1,1,1
1ff1191491,0.99922335,1,1,1
1ff14dcd94,0.9999963,1,1,1
1ff15e7de1,0.21632472,0,0,1
1ff17244f2,0.99811506,1,1,1
1ff17fb542,1.0,1,1,1
1ff1b50ceb,0.8964682,1,1,1
1ff1c442c6,0.28275388,0,0,1
1ff1e19264,0.26225448,0,1,0
1ff1ee7819,0.75418484,1,1,1
1ff1f4afdd,0.9993305,1,1,1
1ff2033e31,0.22606474,0,0,1
1ff2306d07,0.26052418,0,0,1
1ff23e1687,0.39217573,0,0,1
1ff261d319,0.26984784,0,1,0
1ff2755842,0.9999998,1,1,1
1ff2b0770d,0.9999281,1,1,1
1ff2e2bcbc,0.54557514,0,0,1
1ff2f9e47a,0.38761547,0,0,1
1ff3095997,0.5003183,0,1,0
1ff31f7656,0.19011816,0,0,1
1ff31f8dc3,0.3980866,0,1,0
1ff31f9239,0.27336612,0,0,1
1ff33b05f3,0.28457066,0,0,1
1ff3499772,0.99296737,1,1,1
1ff34e1129,0.45868602,0,1,0
1ff36e7fef,0.34693384,0,0,1
1ff3815b58,0.26786742,0,1,0
1ff3a18183,0.84886444,1,1,1
1ff3ba2d96,0.30261335,0,1,0
1ff3d2583b,0.9999945,1,1,1
1ff3d2bc37,1.0,1,1,1
1ff40f1e5c,0.96364003,1,1,1
1ff43fef6e,0.99135476,1,1,1
1ff44dfc13,1.0,1,1,1
1ff451a00c,0.55453664,0,0,1
1ff4a48f83,0.424381,0,0,1
1ff4e464cf,0.29377273,0,0,1
1ff578a478,0.7482258,1,1,1
1ff57d6aa7,0.15752113,0,0,1
1ff5cfa735,0.22329885,0,1,0
1ff662b1e5,0.3193738,0,0,1
1ff6783a02,0.2833803,0,0,1
1ff68242f3,0.9285454,1,1,1
1ff6853d17,0.8083006,1,0,0
1ff6bdf226,0.44107538,0,0,1
1ff72100bd,0.9626008,1,1,1
1ff7874bef,0.19770506,0,0,1
1ff7946122,0.9995097,1,1,1
1ff7b7c6b5,0.27667108,0,0,1
1ff7ccd177,0.116064936,0,0,1
1ff7eb2c7a,1.0,1,1,1
1ff8224828,0.23627695,0,1,0
1ff826e235,0.47293937,0,0,1
1ff87c1f6c,0.37012297,0,1,0
1ff8c7b017,0.4510885,0,0,1
1ff8e6db8a,0.23257929,0,0,1
1ff929dda9,0.37002146,0,1,0
1ff92a9700,0.2550967,0,0,1
1ff92d5070,0.4241684,0,0,1
1ff933c1ea,0.6355328,0,1,0
1ff9575bc3,0.9998288,1,1,1
1ff95cd4cf,0.9950436,1,1,1
1ff978c19f,0.38554555,0,0,1
1ff9b2dcb1,1.0,1,1,1
1ff9d8f724,0.46074495,0,0,1
1ffa488197,0.8602922,1,1,1
1ffa4d477d,0.9999995,1,1,1
1ffa4fe7a9,0.9996748,1,1,1
1ffa69a32f,0.99642426,1,1,1
1ffa6ce8b3,0.08624703,0,0,1
1ffa6e3c4c,0.14898989,0,0,1
1ffa94ac5a,0.24211338,0,0,1
1ffab27e8d,1.0,1,1,1
1ffac5b05d,0.55294114,0,0,1
1ffb1c8744,0.7662213,1,1,1
1ffb213927,0.17486128,0,0,1
1ffb2328e2,0.0884791,0,0,1
1ffb50ae63,0.28642142,0,0,1
1ffb5b55c5,0.34599906,0,1,0
1ffba8b5d0,0.37204278,0,1,0
1ffbb96d22,0.53235066,0,1,0
1ffbc47483,0.96131814,1,1,1
1ffbce9e7d,0.98087907,1,1,1
1ffc251189,0.09274483,0,0,1
1ffc53db0f,0.5678361,0,1,0
1ffc63802f,1.0,1,1,1
1ffc9a1737,0.36090314,0,0,1
1ffca248af,0.37243888,0,1,0
1ffcb5dcfb,0.5479808,0,0,1
1ffcbc99e5,0.3787353,0,0,1
1ffcbcea79,0.9999996,1,1,1
1ffcc45660,0.5496279,0,1,0
1ffd115915,0.5131187,0,1,0
1ffd2c7c90,0.16609347,0,0,1
1ffd462ec8,0.30747333,0,0,1
1ffd5be964,0.20151895,0,0,1
1ffd697fe5,1.0,1,1,1
1ffd7db4de,0.21720517,0,1,0
1ffd84d0d4,0.75613713,1,1,1
1ffd8ed4a5,0.7856472,1,0,0
1ffd9583c0,0.99997663,1,1,1
1ffdc1f1a3,0.99961436,1,1,1
1ffdd961e0,0.12267351,0,0,1
1ffde090e4,0.99395406,1,1,1
1ffe1a8196,0.59543854,0,1,0
1ffe7e0e51,0.068844765,0,0,1
1ffeb76f15,0.19472256,0,0,1
1ffeca0d65,0.6899494,1,1,1
1ffefc13c4,0.50848913,0,1,0
1fff0dad71,0.13587913,0,0,1
1fff0db390,0.26087183,0,1,0
1fff13d323,0.70537996,1,1,1
1fff3d99ba,0.9999826,1,1,1
1fff7741c7,0.32309026,0,0,1
1fff834c83,0.8216268,1,0,0
1fff9d136f,0.6862722,1,1,1
1fffa36ebf,0.99996054,1,1,1
1fffcda8b4,0.3061115,0,0,1
1fffe57506,0.5043397,0,0,1
200039b5d8,0.27226812,0,0,1
20008929a9,0.8266833,1,1,1
2000ae723a,0.3402943,0,0,1
2000b86a34,0.103992105,0,0,1
20010499d7,0.9989344,1,1,1
20011aa9a8,0.9999168,1,1,1
2001253ea0,0.34968188,0,1,0
2001256de5,1.0,1,1,1
200131ae62,0.9835671,1,1,1
200132625a,0.6045634,0,1,0
200154c1b3,0.11220592,0,0,1
2001717b5a,0.9999989,1,1,1
200175463e,0.12965155,0,0,1
20018d6dbd,0.9999919,1,1,1
2001983e49,0.9974474,1,1,1
20019d79b2,1.0,1,1,1
20020f944d,0.9999995,1,1,1
2002207e4d,0.99481696,1,1,1
2002b55192,1.0,1,1,1
2002c4ebb9,0.5069058,0,0,1
2002dca2b9,0.5267,0,1,0
2002f2e18c,0.5929758,0,0,1
20036f7b4b,0.15882292,0,0,1
2003a65783,0.32279885,0,1,0
2003dac603,0.37321955,0,0,1
2003de1090,0.16311243,0,0,1
2003e2928c,0.9498588,1,1,1
20041101b0,0.4039636,0,1,0
2004773d47,0.75010186,1,1,1
20047c7638,0.55711746,0,1,0
200486c80a,0.49990794,0,1,0
20048dea3e,0.24732268,0,0,1
2004bbcf57,0.802512,1,1,1
2004c3c80d,1.0,1,1,1
2004c97aa3,0.25887764,0,0,1
2004ca167c,0.24675992,0,0,1
2004d10fa1,0.383116,0,0,1
2004e9b2cb,0.68930215,1,0,0
2004f13890,1.0,1,1,1
2004f3d624,0.3606364,0,0,1
200534efea,0.1361461,0,0,1
2005773482,0.14173847,0,1,0
200582a4c9,0.99999905,1,1,1
200607f21d,0.9981613,1,1,1
20068e07d7,0.34831166,0,0,1
2006d5a63f,0.3256238,0,1,0
2006d8da19,0.20300516,0,0,1
2006dfc398,1.0,1,1,1
2006e7953e,1.0,1,1,1
20070a4d7d,0.24727455,0,0,1
2007136a2a,0.18451253,0,0,1
20075d7af6,0.4184734,0,0,1
20076b45eb,0.5062684,0,1,0
2007aee6e8,0.23622352,0,1,0
2008090f56,0.44043404,0,0,1
20083adfa1,0.15959951,0,0,1
2008577de1,0.105477035,0,1,0
2008d7840f,0.6668247,1,0,0
2008e5d0c5,0.67165506,1,0,0
200985d8de,0.99968594,1,1,1
20099ca96b,0.19710389,0,1,0
2009ac04d4,0.4252054,0,0,1
2009b37441,0.6109952,0,0,1
2009e63a5d,0.17995745,0,0,1
2009f36d74,0.18811369,0,0,1
200a602e16,0.32925707,0,0,1
200a6524e8,0.9999994,1,1,1
200a966e77,0.29746816,0,0,1
200abd0880,0.18554384,0,0,1
200ac1f351,0.364488,0,0,1
200afbe713,0.61610675,0,0,1
200b03d1c7,0.99620944,1,0,0
200b30bb3b,0.32810876,0,0,1
200b361a0c,0.6248616,0,0,1
200b3a173e,0.5177626,0,1,0
200b559c78,0.21217194,0,0,1
200b59ef1a,0.99999964,1,1,1
200b765b49,0.22821796,0,1,0
200b80e71e,0.9996754,1,1,1
200b9a6d71,0.17858508,0,0,1
200bb92b19,0.793779,1,1,1
200bc8e708,1.0,1,1,1
200bd99656,0.08113584,0,0,1
200bdfde42,0.7104305,1,0,0
200c3ae111,0.96852434,1,1,1
200c690916,0.9995637,1,1,1
200c88de8f,1.0,1,1,1
200c892531,1.0,1,1,1
200c9e4482,0.56943285,0,0,1
200cad01fc,0.78210354,1,1,1
200ce678f6,1.0,1,1,1
200d2abcd0,0.2714829,0,0,1
200d8bdc23,0.43441463,0,1,0
200dfe9511,0.9247489,1,1,1
200e2d8e7b,0.99999976,1,1,1
200e50a82a,0.55765796,0,0,1
200e542586,0.9291491,1,1,1
200e5e0f56,0.1926511,0,0,1
200e7cf86c,0.99999857,1,1,1
200e8e0685,0.99965155,1,1,1
200ea2d783,0.18659213,0,0,1
200ed44c96,0.5789209,0,0,1
200eddce46,0.2757886,0,0,1
200ef9f9b6,0.10512322,0,0,1
200f39bcc4,0.08378789,0,0,1
200f455eec,0.9999974,1,1,1
200f6398e7,0.20974922,0,0,1
200f677f5d,0.39201313,0,0,1
200f80e3ee,0.24247435,0,0,1
200f859337,0.9552319,1,1,1
200fa9d2fe,0.7041899,1,0,0
200fe4c41c,0.18763244,0,0,1
200ff3e4b7,0.20329568,0,0,1
2010200b66,0.49478775,0,0,1
201020d655,0.114040345,0,1,0
2010b79496,0.1452159,0,1,0
2010de1107,0.4494843,0,0,1
2010e800c2,0.5528461,0,1,0
2010f2987b,0.6811302,1,0,0
2010fc4792,0.2722367,0,1,0
2011004e09,0.86695313,1,0,0
20112914de,0.6283289,0,1,0
20119249df,0.29752398,0,1,0
20119d6dc1,0.14794835,0,0,1
2011a15361,0.10165578,0,1,0
2011aefc0b,0.17219013,0,0,1
2011c90686,0.96714294,1,1,1
2011d1333d,1.0,1,1,1
20120e84ee,0.1970864,0,0,1
201252bb61,0.13503483,0,0,1
201273ee2b,0.28238997,0,0,1
2012831a46,0.15168878,0,0,1
20128a2f09,0.17255321,0,0,1
20128c9ba8,0.8615278,1,1,1
20129600b5,0.7432188,1,0,0
2012e91e66,0.72589666,1,1,1
2012f42723,0.23573112,0,0,1
2012f76e88,0.32471997,0,1,0
2012f84e6a,0.1555517,0,0,1
2013069897,0.25000566,0,0,1
2013248339,0.29913747,0,0,1
20133fff1c,0.2477437,0,0,1
201364ff46,0.38526574,0,0,1
2013818cec,0.07291603,0,1,0
201397413f,0.9999989,1,1,1
2013a1d901,0.99954385,1,1,1
2013d1df8e,0.22264788,0,0,1
2013db811f,1.0,1,1,1
2013df8692,1.0,1,1,1
201400c6ed,0.1385661,0,0,1
2014132f9c,0.3357075,0,0,1
201452ef59,0.2046743,0,0,1
201469a81f,0.12308672,0,0,1
20146c6d9e,0.9999998,1,1,1
201473551a,0.32304102,0,1,0
20148194ef,1.0,1,1,1
20148cfd30,0.99999094,1,1,1
2014e26ec9,0.32191086,0,0,1
2014e30eb6,0.20480567,0,0,1
201561678f,0.42043307,0,0,1
201599a2ac,0.1941947,0,1,0
2015b0b85f,0.9990654,1,1,1
20160491bf,0.1416772,0,0,1
20161f08b7,1.0,1,1,1
201638e869,0.44049463,0,0,1
20166e2b95,0.12032607,0,0,1
2016b878fa,0.5863497,0,0,1
2016ca0696,0.59384656,0,0,1
20171ad394,0.5411371,0,0,1
201742884a,1.0,1,1,1
20174dd570,0.75750244,1,1,1
20175fa90d,0.2064887,0,0,1
201771cf94,1.0,1,1,1
2017806771,0.99999845,1,1,1
2017909b34,0.46612826,0,1,0
20179c5486,0.34148505,0,0,1
20180b4f16,0.5933758,0,0,1
201823e88e,0.42870495,0,0,1
20183f425e,0.7645059,1,1,1
20186912b0,0.9999956,1,1,1
2018853d9e,0.4924351,0,1,0
20189eb198,0.74226505,1,0,0
2018a713db,0.12822598,0,0,1
2018a89e08,0.3908382,0,0,1
2018b84afe,0.8525846,1,1,1
2018f5e904,0.12054646,0,0,1
201954af5b,0.33208555,0,0,1
20196cec69,0.626351,0,0,1
201980eb23,0.19678238,0,0,1
20198a8582,0.6306994,0,1,0
20199b573c,0.78073704,1,1,1
2019c52b9f,0.17893517,0,1,0
2019ce80bc,0.6518769,1,0,0
2019f4ad67,0.29077172,0,0,1
201a1c2cfc,0.17766777,0,0,1
201a32ec2a,0.49341097,0,0,1
201a41b747,0.47590303,0,1,0
201a7d7b71,0.8728429,1,0,0
201af0bb6c,1.0,1,1,1
201af9d217,0.39749128,0,1,0
201b465b1e,0.83261764,1,1,1
201b68d896,0.093535334,0,0,1
201b6a4dc1,0.28652745,0,0,1
201b6bac6a,0.0827041,0,0,1
201b75d96e,0.50541794,0,1,0
201b7dde31,0.93142474,1,1,1
201bbfce01,0.86124295,1,0,0
201c194c5c,0.22986707,0,0,1
201c57a063,0.999601,1,1,1
201cb4ef0f,0.4454692,0,1,0
201cb5b13e,1.0,1,1,1
201d1b95a1,0.91519505,1,1,1
201d340667,0.31856984,0,0,1
201d45e17a,0.15462637,0,0,1
201d88c7f3,0.075226426,0,0,1
201d8a39cc,0.33447695,0,0,1
201d96c93e,0.4336304,0,1,0
201daca73f,0.52176833,0,1,0
201db6fca7,0.15689176,0,0,1
201db86635,0.9997398,1,1,1
201e00a406,0.84798336,1,1,1
201e01e544,0.9634935,1,0,0
201e077983,0.24566701,0,0,1
201e1a18e8,0.9997308,1,1,1
201e434b16,0.99994254,1,1,1
201e77cc6f,0.9976429,1,1,1
201e93114f,0.20020303,0,0,1
201e9bcbe1,0.99987334,1,1,1
201ea3174e,0.49559364,0,1,0
201ea4785f,0.9999989,1,1,1
201ebf6aee,0.98096365,1,1,1
201ee27310,0.30774358,0,0,1
201f467c12,0.16091153,0,1,0
201f5046a4,0.60073096,0,1,0
201f7aa73d,0.37029773,0,1,0
201f935f5e,0.6102872,0,1,0
201fa030c5,0.35894978,0,0,1
201fe66246,0.98811674,1,1,1
201ff801c3,0.2026087,0,0,1
2020170c3d,0.63529617,0,1,0
202054fd01,1.0,1,1,1
20205ea93a,0.76219773,1,1,1
2020672b67,0.3132429,0,0,1
20209e4906,0.14219013,0,0,1
2020a7420c,0.5211006,0,1,0
2020bc751e,1.0,1,1,1
2020c346fd,1.0,1,1,1
2020c7df76,0.26724094,0,0,1
2020d533ce,0.11284661,0,0,1
2020dad60e,0.85924983,1,0,0
2020f56d53,0.9925865,1,1,1
20210aa28d,0.46352917,0,1,0
20211f1ba0,0.32924938,0,1,0
20215553e0,1.0,1,1,1
20216d0769,0.59412163,0,1,0
2021c1f913,0.99869454,1,1,1
2021d5bc36,0.12377167,0,0,1
20220a473f,0.5235286,0,1,0
20223b9c9a,0.5795931,0,1,0
